title,H,(H),(Hd) ,А ,(А),Ad ,At ,Sex ,Obj ,Aobj ,Aat ,Food ,N ,Geo ,PI ,Arch ,Art ,Abs ,ВІ ,Ті,Cl
Женщина нежно касается себя сквозь бельё.,,,,,,,,1,1,,,,,,,,,,,,
Мужчина ласкает клитор партнёрши пальцами во время секса.,,,,,,,,1,,,,,,,,,,,,,
Женщина прикусывает нижнюю губу в порыве возбуждения.,,,,,,,,1,,,,,,,,,,,,,
Два тела переплелись в объятии на шелковых простынях.,,,,,,,,1,,1,,,,,,,,,,,
Парень страстно прижимает девушку к стене во время секса.,,,,,,,,1,,,,,,,,,,,,,
Мужчина обнимает партнёршу сзади и входит в неё.,,,,,,,,1,,,,,,,,,,,,,
Женщина лежит на кровати с широко раскинутыми ногами.,,,,,,,,1,,,,,,,,,,,,,
Пара занимается страстным сексом в автомобиле ночью.,,,,,,,,1,1,,,,,,,,,,,,
"Партнёры медленно соединяются, глядя друг другу в глаза.",,,,,,,,1,,,,,,,,,,,,,
Девушка в позе наездницы активно двигается на партнёре.,,,,,,,,1,,,,,,,,,,,,,
Контуры мужского полового члена.,,,,,,,,1,,,,,,,,,,,,,
Абстрактное изображение женских половых губ или влагалища.,,,,,,,,1,,,,,,,,,,,,,
Пара занимается сексом в миссионерской позе.,,,,,,,,1,,,,,,,,,,,,,
Половые органы в состоянии возбуждения.,,,,,,,,1,,,,,,,,,,,,,
Образ половых губ или клитора крупным планом.,,,,,,,,1,,,,,,,,,,,,,
Пара в сексуальной позе во время акта.,,,,,,,,1,,,,,,,,,,,,,
Секс на публике в Чешской Республике.,,,,,,,,1,,,,,,,,,,,,,
Девушка делает минет мужчине.,,,,,,,,1,,,,,,,,,,,,,
Девушка сидит на лице у мужчины.,,,,,,,,1,,,,,,,,,,,,,
Контуры женской груди и сосков.,,,,,,,,1,,,,,,,,,,,,,
Силуэт человека в момент полового акта.,,,,,,,,1,,,,,,,,,,,,,
Фаллические символы и знаки сексуального влечения.,,,,,,,,1,,,,,,,,,,,,,
Партнёр ласкает половые органы ртом.,,,,,,,,1,,,,,,,,,,,,,
Парень нежно касается половых губ пальцами.,,,,,,,,1,,,,,,,,,,,,,
Контуры женских бедер и ягодиц.,,,,,,,,1,,,,,,,,,,,,,
Контуры полового члена и вульвы рядом друг с другом.,,,,,,,,1,,,,,,,,,,,,,
Мужчина аккуратно стимулирует клитор.,,,,,,,,1,,,,,,,,,,,,,
Проникновение члена в вагину в момент близости.,,,,,,,,1,,,,,,,,,,,,,
Силуэт человека в интимной позе.,,,,,,,,1,,,,,,,,,,,,,
Рука стимулирует анальное отверстие.,,,,,,,,1,,,,,,,,,,,,,
Изображение половых органов в момент полового акта.,,,,,,,,1,,,,,,,,,,,,,
Узор в форме фаллоса.,,,,,,,,1,,,,,,,,,,,,,
Парень вводит член в партнёршу.,,,,,,,,1,,,,,,,,,,,,,
Парень делает кунилингус девушке.,,,,,,,,1,,,,,,,,,,,,,
Девушка ласкает половой член рукой.,,,,,,,,1,,,,,,,,,,,,,
Процесс секса в позе наездницы.,,,,,,,,1,,,,,,,,,,,,,
Изображение эротических игрушек.,,,,,,,,1,,,,,,,,,,,,,
Изображение половых органов крупным планом.,,,,,,,,1,,,,,,,,,,,,,
Узор с обнажённым человеческим телом.,,,,,,,,1,,,,,,,,,,,,,
Вульва прикрыта нижним бельём.,,,,,,,,1,,,,,,,,,,,,,
Фаллотимитатор и другие сексуальные игрушки.,,,,,,,,1,,,,,,,,,,,,,
Девушка мастурбирует с помощью клиторального стимулятора.,,,,,,,,1,,,,,,,,,,,,,
Парень занимается сексом с девушкой.,,,,,,,,1,,,,,,,,,,,,,
Пара в сложной позе из камасутры.,,,,,,,,1,,,,,,,,,,,,,
Форма на картине напоминает мужские половые органы.,,,,,,,,1,,,,,,,,,,,,,
Форма на картине напоминает женские половые органы.,,,,,,,,1,,,,,,,,,,,,,
Парень ласкает соски девушке.,,,,,,,,1,,,,,,,,,,,,,
Женщина крепко сжимает бедра мужчины.,,,,,,,,1,,,,,,,,,,,,,
Мужчина сжимает грудь женщины руками.,,,,,,,,1,,,,,,,,,,,,,
Половой член находится в состоянии эрекции.,,,,,,,,1,,,,,,,,,,,,,
Пара занимается половым актом.,,,,,,,,1,,,,,,,,,,,,,
Фигура напоминает половые органы или их абстрактный образ.,,,,,,,,1,,,,,,,,,,,,,
Изображение клитора и половых губ девушки.,,,,,,,,1,,,,,,,,,,,,,
Женские половые органы крупным планом.,,,,,,,,1,,,,,,,,,,,,,
Сексуальные игрушки для удовольствия.,,,,,,,,1,,,,,,,,,,,,,
Процесс орального секса между партнёрами.,,,,,,,,1,,,,,,,,,,,,,
Женские ягодицы или грудь показаны крупным планом.,,,,,,,,1,,,,,,,,,,,,,
Изображение мужских ягодиц.,,,,,,,,1,,,,,,,,,,,,,
Мужчина сжимает женские ягодицы руками.,,,,,,,,1,,,,,,,,,,,,,
Пара в момент сексуального контакта.,,,,,,,,1,,,,,,,,,,,,,
Процесс стимуляции женских сосков.,,,,,,,,1,,,,,,,,,,,,,
Мужские тестикулы и половой член.,,,,,,,,1,,,,,,,,,,,,,
Женская грудь в красивом нижнем белье.,,,,,,,,1,,,,,,,,,,,,,
Пара занимается оральным сексом.,,,,,,,,1,,,,,,,,,,,,,
Контуры человека в сексуальной позе.,,,,,,,,1,,,,,,,,,,,,,
Процесс интимной близости между партнёрами.,,,,,,,,1,,,,,,,,,,,,,
Мужчина занимается мастурбацией.,,,,,,,,1,,,,,,,,,,,,,
Эротическая поза в момент секса.,,,,,,,,1,,,,,,,,,,,,,
Женщина ласкает головку члена рукой.,,,,,,,,1,,,,,,,,,,,,,
Изображены символы сексуального влечения.,,,,,,,,1,,,,,,,,,,,,,
Процесс стимуляции клитора.,,,,,,,,1,,,,,,,,,,,,,
Пара в процессе сексуальной прелюдии.,,,,,,,,1,,,,,,,,,,,,,
Девушка сидит с раздвинутыми ногами.,,,,,,,,1,,,,,,,,,,,,,
Раздвинутые ноги девушки в откровенной позе.,,,,,,,,1,,,,,,,,,,,,,
Эротическая сцена между партнёрами.,,,,,,,,1,,,,,,,,,,,,,
Мужчина медленно снимает с женщины одежду и целует её тело.,,,,,,,,1,,,,,,,,,,,,,
Женщина проводит пальцами по груди мужчины и оставляет лёгкие царапины.,,,,,,,,1,,,,,,,,,,,,,
Пара занимается сексом на пляже ночью под шум волн.,,,,,,,,1,,,,,,,,,,,,,
Мужчина прижимает девушку к стене и целует её шею.,,,,,,,,1,,,,,,,,,,,,,
Девушка стоит на коленях перед парнем и ласкает его.,,,,,,,,1,,,,,,,,,,,,,
Партнёры занимаются медленным сексом под душем.,,,,,,,,1,,,,,,,,,,,,,
"Мужчина целует изгиб спины женщины, опускаясь ниже.",,,,,,,,1,,,,,,,,,,,,,
Женщина шепчет мужчине на ухо и прикусывает его мочку.,,,,,,,,1,,,,,,,,,,,,,
Пара занимается сексом на ковре перед камином.,,,,,,,,1,,,,,,,,,,,,,
Мужчина раздвигает ноги женщины и целует её между бёдер.,,,,,,,,1,,,,,,,,,,,,,
Женщина сидит сверху на мужчине и задаёт ритм.,,,,,,,,1,,,,,,,,,,,,,
Мужчина держит руки женщины над её головой и медленно входит в неё.,,,,,,,,1,,,,,,,,,,,,,
Девушка в чулках обвивает ногами мужчину и притягивает его ближе.,,,,,,,,1,,,,,,,,,,,,,
Пара занимается утренним сексом в постели.,,,,,,,,1,,,,,,,,,,,,,
Женщина сидит на коленях у мужчины и медленно двигается.,,,,,,,,1,,,,,,,,,,,,,
"Мужчина целует запястье женщины, готовясь войти в неё.",,,,,,,,1,,,,,,,,,,,,,
"Женщина стонет, когда мужчина ласкает её грудь языком.",,,,,,,,1,,,,,,,,,,,,,
